shot_distance,minutes_remaining,shot_type,game_date,matchup,opponent,action_type,shot_zone_area,period,shot_made_flag
18,3.45,2,2000-11-30,Visitante,SEA,Jump Shot,Right Side Center,3,1.0
0,1.28,2,2000-11-30,Visitante,SEA,Driving Layup Shot,Center,3,1.0
26,9.34,3,2000-12-01,Casa,SAS,Jump Shot,Left Side Center,1,0.0
0,8.14,2,2000-12-01,Casa,SAS,Layup Shot,Center,1,0.0
18,7.28,2,2000-12-01,Casa,SAS,Jump Shot,Right Side,1,1.0
5,6.35,2,2000-12-01,Casa,SAS,Jump Shot,Center,1,0.0
18,5.3,2,2000-12-01,Casa,SAS,Jump Shot,Left Side Center,1,1.0
8,4.5,2,2000-12-01,Casa,SAS,Jump Shot,Left Side,1,0.0
0,4.4,2,2000-12-01,Casa,SAS,Driving Dunk Shot,Center,1,1.0
14,2.33,2,2000-12-01,Casa,SAS,Jump Shot,Center,1,0.0
13,2.0,2,2000-12-01,Casa,SAS,Jump Shot,Right Side,1,0.0
0,0.7,2,2000-12-01,Casa,SAS,Driving Layup Shot,Center,1,0.0
17,4.4,2,2000-12-01,Casa,SAS,Jump Shot,Left Side,2,0.0
19,4.14,2,2000-12-01,Casa,SAS,Running Jump Shot,Right Side Center,2,1.0
5,3.14,2,2000-12-01,Casa,SAS,Running Jump Shot,Center,2,0.0
15,11.35,2,2000-12-01,Casa,SAS,Jump Shot,Center,3,1.0
7,10.15,2,2000-12-01,Casa,SAS,Jump Shot,Center,3,0.0
19,9.1,2,2000-12-01,Casa,SAS,Jump Shot,Center,3,0.0
28,6.27,3,2000-12-01,Casa,SAS,Jump Shot,Left Side Center,3,0.0
0,5.59,2,2000-12-01,Casa,SAS,Driving Layup Shot,Center,3,1.0
15,4.41,2,2000-12-01,Casa,SAS,Jump Shot,Left Side,3,1.0
4,3.8,2,2000-12-01,Casa,SAS,Jump Shot,Center,3,0.0
16,0.37,2,2000-12-01,Casa,SAS,Jump Shot,Right Side Center,3,1.0
27,0.0,3,2000-12-01,Casa,SAS,Jump Shot,Left Side Center,3,1.0
21,11.42,2,2000-12-01,Casa,SAS,Jump Shot,Right Side Center,4,0.0
0,11.0,2,2000-12-01,Casa,SAS,Slam Dunk Shot,Center,4,1.0
8,9.42,2,2000-12-01,Casa,SAS,Jump Shot,Left Side,4,1.0
8,9.7,2,2000-12-01,Casa,SAS,Jump Shot,Right Side,4,1.0
27,7.34,3,2000-12-01,Casa,SAS,Jump Shot,Right Side Center,4,1.0
5,6.49,2,2000-12-01,Casa,SAS,Jump Shot,Center,4,0.0
0,6.38,2,2000-12-01,Casa,SAS,Slam Dunk Shot,Center,4,1.0
20,4.0,2,2000-12-01,Casa,SAS,Jump Shot,Center,4,0.0
20,0.51,2,2000-12-01,Casa,SAS,Jump Shot,Left Side Center,4,1.0
18,11.18,2,2000-12-03,Casa,DAL,Jump Shot,Center,1,0.0
14,10.26,2,2000-12-03,Casa,DAL,Jump Shot,Center,1,1.0
15,9.11,2,2000-12-03,Casa,DAL,Running Jump Shot,Right Side,1,0.0
9,8.34,2,2000-12-03,Casa,DAL,Running Jump Shot,Center,1,1.0
14,6.46,2,2000-12-03,Casa,DAL,Jump Shot,Left Side,1,0.0
26,5.26,3,2000-12-03,Casa,DAL,Jump Shot,Right Side Center,1,1.0
11,1.29,2,2000-12-03,Casa,DAL,Jump Shot,Right Side,1,1.0
8,8.57,2,2000-12-03,Casa,DAL,Jump Shot,Center,2,0.0
5,8.53,2,2000-12-03,Casa,DAL,Jump Shot,Center,2,0.0
23,8.48,3,2000-12-03,Casa,DAL,Jump Shot,Right Side,2,0.0
19,5.18,2,2000-12-03,Casa,DAL,Jump Shot,Center,2,0.0
22,1.49,2,2000-12-03,Casa,DAL,Jump Shot,Left Side,2,1.0
0,1.1,2,2000-12-03,Casa,DAL,Driving Dunk Shot,Center,2,0.0
8,0.25,2,2000-12-03,Casa,DAL,Jump Shot,Center,2,1.0
16,0.0,2,2000-12-03,Casa,DAL,Jump Shot,Center,2,0.0
0,10.32,2,2000-12-03,Casa,DAL,Slam Dunk Shot,Center,3,1.0
30,6.17,3,2000-12-03,Casa,DAL,Jump Shot,Left Side Center,3,0.0
16,5.12,2,2000-12-03,Casa,DAL,Jump Shot,Left Side,3,1.0
20,4.5,2,2000-12-03,Casa,DAL,Jump Shot,Left Side Center,3,1.0
15,3.25,2,2000-12-03,Casa,DAL,Jump Shot,Left Side,3,0.0
8,3.3,2,2000-12-03,Casa,DAL,Running Jump Shot,Right Side,3,1.0
13,0.17,2,2000-12-03,Casa,DAL,Jump Shot,Right Side,3,0.0
0,0.0,2,2000-12-03,Casa,DAL,Tip Shot,Center,3,1.0
0,8.35,2,2000-12-03,Casa,DAL,Driving Layup Shot,Center,4,1.0
15,7.31,2,2000-12-03,Casa,DAL,Running Jump Shot,Left Side,4,1.0
0,4.16,2,2000-12-03,Casa,DAL,Driving Layup Shot,Center,4,0.0
0,1.14,2,2000-12-03,Casa,DAL,Driving Layup Shot,Center,4,0.0
7,0.41,2,2000-12-03,Casa,DAL,Running Jump Shot,Center,4,0.0
0,9.57,2,2000-12-05,Casa,PHI,Slam Dunk Shot,Center,1,1.0
17,7.27,2,2000-12-05,Casa,PHI,Running Jump Shot,Left Side Center,1,1.0
15,6.48,2,2000-12-05,Casa,PHI,Running Jump Shot,Right Side,1,1.0
17,3.33,2,2000-12-05,Casa,PHI,Jump Shot,Right Side Center,1,0.0
27,1.27,3,2000-12-05,Casa,PHI,Jump Shot,Right Side Center,1,0.0
45,0.0,3,2000-12-05,Casa,PHI,Jump Shot,Right Side Center,1,0.0
20,11.21,2,2000-12-05,Casa,PHI,Jump Shot,Center,2,0.0
15,10.41,2,2000-12-05,Casa,PHI,Jump Shot,Center,2,0.0
2,9.26,2,2000-12-05,Casa,PHI,Driving Layup Shot,Center,2,1.0
15,8.6,2,2000-12-05,Casa,PHI,Jump Shot,Right Side,2,1.0
15,5.48,2,2000-12-05,Casa,PHI,Jump Shot,Left Side,2,0.0
0,5.23,2,2000-12-05,Casa,PHI,Driving Layup Shot,Center,2,1.0
25,3.4,3,2000-12-05,Casa,PHI,Jump Shot,Center,2,0.0
8,2.34,2,2000-12-05,Casa,PHI,Jump Shot,Center,2,0.0
22,0.0,2,2000-12-05,Casa,PHI,Jump Shot,Left Side,2,0.0
19,9.27,2,2000-12-05,Casa,PHI,Jump Shot,Right Side Center,3,0.0
0,9.21,2,2000-12-05,Casa,PHI,Layup Shot,Center,3,0.0
18,6.36,2,2000-12-05,Casa,PHI,Jump Shot,Left Side Center,3,1.0
12,4.46,2,2000-12-05,Casa,PHI,Running Jump Shot,Right Side,3,1.0
14,4.16,2,2000-12-05,Casa,PHI,Jump Shot,Left Side,3,1.0
24,11.26,3,2000-12-05,Casa,PHI,Jump Shot,Right Side,4,1.0
16,10.13,2,2000-12-05,Casa,PHI,Jump Shot,Center,4,0.0
17,6.35,2,2000-12-05,Casa,PHI,Jump Shot,Left Side,4,0.0
0,6.4,2,2000-12-05,Casa,PHI,Layup Shot,Center,4,1.0
19,5.2,2,2000-12-05,Casa,PHI,Jump Shot,Center,4,1.0
23,4.16,2,2000-12-05,Casa,PHI,Jump Shot,Right Side Center,4,0.0
0,1.24,2,2000-12-05,Casa,PHI,Slam Dunk Shot,Center,4,1.0
6,0.38,2,2000-12-05,Casa,PHI,Running Jump Shot,Center,4,1.0
18,11.41,2,2000-12-06,Visitante,GSW,Jump Shot,Right Side Center,1,1.0
18,10.54,2,2000-12-06,Visitante,GSW,Jump Shot,Right Side Center,1,0.0
0,7.27,2,2000-12-06,Visitante,GSW,Tip Shot,Center,1,0.0
16,4.37,2,2000-12-06,Visitante,GSW,Jump Shot,Center,1,1.0
16,3.38,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side,1,0.0
4,3.1,2,2000-12-06,Visitante,GSW,Jump Shot,Center,1,0.0
14,2.6,2,2000-12-06,Visitante,GSW,Jump Shot,Right Side,1,1.0
14,0.0,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side,1,0.0
6,10.5,2,2000-12-06,Visitante,GSW,Jump Shot,Center,2,0.0
0,9.0,2,2000-12-06,Visitante,GSW,Layup Shot,Center,2,1.0
18,7.57,2,2000-12-06,Visitante,GSW,Turnaround Jump Shot,Right Side,2,1.0
15,6.2,2,2000-12-06,Visitante,GSW,Jump Shot,Right Side,2,0.0
0,1.14,2,2000-12-06,Visitante,GSW,Driving Layup Shot,Center,2,0.0
8,0.33,2,2000-12-06,Visitante,GSW,Turnaround Jump Shot,Left Side,2,0.0
2,0.7,2,2000-12-06,Visitante,GSW,Layup Shot,Center,2,0.0
0,11.4,2,2000-12-06,Visitante,GSW,Reverse Layup Shot,Center,3,1.0
23,10.59,3,2000-12-06,Visitante,GSW,Jump Shot,Right Side,3,1.0
4,8.28,2,2000-12-06,Visitante,GSW,Jump Shot,Center,3,0.0
0,8.25,2,2000-12-06,Visitante,GSW,Layup Shot,Center,3,0.0
24,6.37,3,2000-12-06,Visitante,GSW,Jump Shot,Right Side Center,3,0.0
16,3.31,2,2000-12-06,Visitante,GSW,Jump Shot,Right Side Center,3,1.0
17,2.34,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side Center,3,0.0
23,0.29,3,2000-12-06,Visitante,GSW,Jump Shot,Left Side,3,1.0
7,7.35,2,2000-12-06,Visitante,GSW,Running Jump Shot,Center,4,1.0
23,5.55,3,2000-12-06,Visitante,GSW,Jump Shot,Left Side,4,0.0
22,3.42,3,2000-12-06,Visitante,GSW,Jump Shot,Left Side,4,0.0
10,2.9,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side,4,1.0
16,1.5,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side Center,4,0.0
18,0.22,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side,4,0.0
25,0.0,3,2000-12-06,Visitante,GSW,Jump Shot,Center,4,0.0
14,2.26,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side,5,1.0
0,2.1,2,2000-12-06,Visitante,GSW,Slam Dunk Shot,Center,5,1.0
15,1.18,2,2000-12-06,Visitante,GSW,Jump Shot,Left Side,5,1.0
10,0.34,2,2000-12-06,Visitante,GSW,Jump Shot,Right Side,5,1.0
33,0.0,3,2000-12-06,Visitante,GSW,Jump Shot,Center,5,0.0
15,11.43,2,2000-12-08,Casa,SEA,Jump Shot,Left Side,1,0.0
6,8.27,2,2000-12-08,Casa,SEA,Jump Shot,Center,1,1.0
19,7.19,2,2000-12-08,Casa,SEA,Jump Shot,Right Side,1,0.0
6,6.24,2,2000-12-08,Casa,SEA,Jump Shot,Center,1,0.0
17,3.5,2,2000-12-08,Casa,SEA,Jump Shot,Center,1,0.0
19,1.51,2,2000-12-08,Casa,SEA,Jump Shot,Right Side Center,1,1.0
8,0.11,2,2000-12-08,Casa,SEA,Jump Shot,Left Side,1,1.0
18,11.24,2,2000-12-08,Casa,SEA,Jump Shot,Right Side,2,0.0
0,9.29,2,2000-12-08,Casa,SEA,Slam Dunk Shot,Center,2,1.0
0,3.0,2,2000-12-08,Casa,SEA,Layup Shot,Center,2,1.0
19,2.3,2,2000-12-08,Casa,SEA,Jump Shot,Right Side Center,2,0.0
0,2.2,2,2000-12-08,Casa,SEA,Driving Layup Shot,Center,2,1.0
20,11.34,2,2000-12-08,Casa,SEA,Jump Shot,Center,3,0.0
4,11.2,2,2000-12-08,Casa,SEA,Jump Shot,Center,3,0.0
17,10.46,2,2000-12-08,Casa,SEA,Jump Shot,Right Side,3,0.0
16,8.32,2,2000-12-08,Casa,SEA,Jump Shot,Right Side Center,3,1.0
20,7.35,2,2000-12-08,Casa,SEA,Jump Shot,Right Side Center,3,0.0
12,7.27,2,2000-12-08,Casa,SEA,Jump Shot,Center,3,1.0
18,6.16,2,2000-12-08,Casa,SEA,Jump Shot,Right Side Center,3,0.0
25,5.33,3,2000-12-08,Casa,SEA,Jump Shot,Right Side Center,3,0.0
6,3.55,2,2000-12-08,Casa,SEA,Jump Shot,Center,3,0.0
20,11.47,2,2000-12-08,Casa,SEA,Jump Shot,Left Side Center,4,0.0
7,11.7,2,2000-12-08,Casa,SEA,Jump Shot,Center,4,0.0
14,2.9,2,2000-12-08,Casa,SEA,Jump Shot,Left Side,4,0.0
10,1.43,2,2000-12-08,Casa,SEA,Jump Shot,Left Side,4,0.0
21,10.42,2,2000-12-10,Casa,DET,Jump Shot,Right Side Center,1,1.0
20,9.21,2,2000-12-10,Casa,DET,Jump Shot,Left Side Center,1,0.0
0,9.16,2,2000-12-10,Casa,DET,Slam Dunk Shot,Center,1,1.0
27,8.32,3,2000-12-10,Casa,DET,Jump Shot,Left Side Center,1,1.0
17,7.59,2,2000-12-10,Casa,DET,Jump Shot,Right Side Center,1,1.0
17,6.48,2,2000-12-10,Casa,DET,Jump Shot,Left Side,1,0.0
0,1.24,2,2000-12-10,Casa,DET,Layup Shot,Center,1,1.0
36,0.0,3,2000-12-10,Casa,DET,Jump Shot,Left Side Center,1,0.0
14,10.38,2,2000-12-10,Casa,DET,Running Jump Shot,Center,2,1.0
0,3.29,2,2000-12-10,Casa,DET,Slam Dunk Shot,Center,2,1.0
27,1.19,3,2000-12-10,Casa,DET,Jump Shot,Right Side Center,2,0.0
24,9.28,3,2000-12-10,Casa,DET,Jump Shot,Left Side Center,3,1.0
17,8.46,2,2000-12-10,Casa,DET,Jump Shot,Right Side Center,3,1.0
6,7.42,2,2000-12-10,Casa,DET,Running Jump Shot,Center,3,1.0
24,6.38,3,2000-12-10,Casa,DET,Jump Shot,Center,3,0.0
17,6.16,2,2000-12-10,Casa,DET,Jump Shot,Right Side Center,3,1.0
15,5.16,2,2000-12-10,Casa,DET,Jump Shot,Right Side,3,0.0
0,3.3,2,2000-12-10,Casa,DET,Reverse Layup Shot,Center,3,0.0
14,0.32,2,2000-12-10,Casa,DET,Jump Shot,Center,3,0.0
20,0.3,2,2000-12-10,Casa,DET,Jump Shot,Left Side,3,0.0
7,10.58,2,2000-12-10,Casa,DET,Jump Shot,Center,4,0.0
6,10.5,2,2000-12-12,Casa,MIL,Jump Shot,Center,1,0.0
0,10.29,2,2000-12-12,Casa,MIL,Driving Layup Shot,Center,1,0.0
0,10.24,2,2000-12-12,Casa,MIL,Layup Shot,Center,1,0.0
0,9.44,2,2000-12-12,Casa,MIL,Layup Shot,Center,1,1.0
7,9.11,2,2000-12-12,Casa,MIL,Jump Shot,Center,1,0.0
0,5.14,2,2000-12-12,Casa,MIL,Layup Shot,Center,1,0.0
0,4.17,2,2000-12-12,Casa,MIL,Dunk Shot,Center,1,0.0
25,2.33,3,2000-12-12,Casa,MIL,Jump Shot,Center,1,0.0
17,1.56,2,2000-12-12,Casa,MIL,Jump Shot,Center,1,1.0
26,0.44,3,2000-12-12,Casa,MIL,Jump Shot,Right Side Center,1,0.0
0,6.17,2,2000-12-12,Casa,MIL,Slam Dunk Shot,Center,2,1.0
19,5.13,2,2000-12-12,Casa,MIL,Jump Shot,Left Side,2,0.0
0,4.11,2,2000-12-12,Casa,MIL,Layup Shot,Center,2,1.0
17,3.44,2,2000-12-12,Casa,MIL,Jump Shot,Right Side Center,2,0.0
29,2.35,3,2000-12-12,Casa,MIL,Jump Shot,Center,2,0.0
27,0.39,3,2000-12-12,Casa,MIL,Jump Shot,Left Side Center,2,1.0
26,0.22,3,2000-12-12,Casa,MIL,Jump Shot,Left Side Center,2,0.0
16,11.46,2,2000-12-12,Casa,MIL,Jump Shot,Right Side Center,3,0.0
19,7.27,2,2000-12-12,Casa,MIL,Jump Shot,Right Side Center,3,0.0
11,2.52,2,2000-12-12,Casa,MIL,Jump Shot,Right Side,3,0.0
6,0.5,2,2000-12-12,Casa,MIL,Running Jump Shot,Center,3,1.0
10,0.0,2,2000-12-12,Casa,MIL,Jump Shot,Center,3,0.0
27,6.51,3,2000-12-12,Casa,MIL,Jump Shot,Right Side Center,4,1.0
9,6.18,2,2000-12-12,Casa,MIL,Jump Shot,Right Side,4,0.0
25,4.5,3,2000-12-12,Casa,MIL,Jump Shot,Left Side Center,4,1.0
26,4.3,3,2000-12-12,Casa,MIL,Jump Shot,Right Side Center,4,0.0
26,2.5,3,2000-12-12,Casa,MIL,Jump Shot,Left Side Center,4,0.0
8,2.28,2,2000-12-12,Casa,MIL,Jump Shot,Left Side,4,0.0
13,2.26,2,2000-12-12,Casa,MIL,Jump Shot,Left Side,4,0.0
8,0.12,2,2000-12-12,Casa,MIL,Running Jump Shot,Left Side,4,0.0
27,0.0,3,2000-12-12,Casa,MIL,Jump Shot,Center,4,0.0
19,8.53,2,2000-12-13,Visitante,POR,Jump Shot,Right Side,1,0.0
4,3.52,2,2000-12-13,Visitante,POR,Running Jump Shot,Center,1,1.0
9,0.4,2,2000-12-13,Visitante,POR,Running Jump Shot,Center,1,1.0
0,0.13,2,2000-12-13,Visitante,POR,Layup Shot,Center,1,0.0
0,0.2,2,2000-12-13,Visitante,POR,Driving Layup Shot,Center,1,1.0
0,10.58,2,2000-12-13,Visitante,POR,Driving Layup Shot,Center,2,1.0
8,10.24,2,2000-12-13,Visitante,POR,Jump Shot,Right Side,2,0.0
8,9.6,2,2000-12-13,Visitante,POR,Jump Shot,Right Side,2,1.0
7,7.56,2,2000-12-13,Visitante,POR,Jump Shot,Center,2,0.0
17,1.54,2,2000-12-13,Visitante,POR,Jump Shot,Right Side Center,2,1.0
0,1.37,2,2000-12-13,Visitante,POR,Driving Layup Shot,Center,2,1.0
0,1.11,2,2000-12-13,Visitante,POR,Layup Shot,Center,2,0.0
5,0.0,2,2000-12-13,Visitante,POR,Running Jump Shot,Center,2,0.0
22,8.36,3,2000-12-13,Visitante,POR,Jump Shot,Right Side,3,0.0
10,7.8,2,2000-12-13,Visitante,POR,Jump Shot,Right Side,3,0.0
5,0.35,2,2000-12-13,Visitante,POR,Running Jump Shot,Center,3,0.0
23,11.39,2,2000-12-13,Visitante,POR,Jump Shot,Left Side Center,4,0.0
16,6.2,2,2000-12-13,Visitante,POR,Jump Shot,Right Side Center,4,0.0
19,4.32,2,2000-12-13,Visitante,POR,Jump Shot,Right Side,4,1.0
16,3.54,2,2000-12-13,Visitante,POR,Jump Shot,Right Side,4,0.0
4,1.19,2,2000-12-13,Visitante,POR,Running Jump Shot,Center,4,1.0
0,1.3,2,2000-12-13,Visitante,POR,Driving Layup Shot,Center,4,1.0
0,0.47,2,2000-12-13,Visitante,POR,Driving Layup Shot,Center,4,0.0
0,0.39,2,2000-12-13,Visitante,POR,Driving Dunk Shot,Center,4,1.0
24,0.3,3,2000-12-13,Visitante,POR,Jump Shot,Center,4,0.0
25,11.18,3,2000-12-15,Casa,VAN,Jump Shot,Center,1,0.0
0,9.18,2,2000-12-15,Casa,VAN,Driving Layup Shot,Center,1,1.0
16,7.17,2,2000-12-15,Casa,VAN,Jump Shot,Left Side,1,0.0
0,6.3,2,2000-12-15,Casa,VAN,Alley Oop Layup shot,Center,1,0.0
17,4.4,2,2000-12-15,Casa,VAN,Jump Shot,Left Side Center,1,0.0
13,10.59,2,2000-12-15,Casa,VAN,Jump Shot,Left Side,2,0.0
7,10.35,2,2000-12-15,Casa,VAN,Jump Shot,Center,2,0.0
12,3.16,2,2000-12-15,Casa,VAN,Jump Shot,Right Side,2,1.0
25,1.35,3,2000-12-15,Casa,VAN,Jump Shot,Right Side Center,2,1.0
24,1.1,3,2000-12-15,Casa,VAN,Jump Shot,Left Side Center,2,0.0
18,11.48,2,2000-12-15,Casa,VAN,Jump Shot,Right Side Center,3,0.0
0,11.43,2,2000-12-15,Casa,VAN,Driving Layup Shot,Center,3,1.0
0,10.22,2,2000-12-15,Casa,VAN,Dunk Shot,Center,3,1.0
0,8.8,2,2000-12-15,Casa,VAN,Reverse Layup Shot,Center,3,0.0
16,7.9,2,2000-12-15,Casa,VAN,Jump Shot,Right Side,3,0.0
15,6.3,2,2000-12-15,Casa,VAN,Jump Shot,Left Side,3,0.0
0,5.22,2,2000-12-15,Casa,VAN,Layup Shot,Center,3,0.0
17,8.43,2,2000-12-15,Casa,VAN,Turnaround Jump Shot,Center,4,1.0
0,10.29,2,2000-12-17,Visitante,TOR,Driving Dunk Shot,Center,1,1.0
14,8.58,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,1,0.0
0,8.14,2,2000-12-17,Visitante,TOR,Driving Finger Roll Shot,Center,1,1.0
20,6.15,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,1,1.0
15,5.45,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,1,1.0
21,4.44,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,1,0.0
19,3.24,2,2000-12-17,Visitante,TOR,Jump Shot,Right Side Center,1,1.0
25,1.45,3,2000-12-17,Visitante,TOR,Jump Shot,Center,1,1.0
15,1.12,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,1,0.0
19,0.15,2,2000-12-17,Visitante,TOR,Jump Shot,Right Side Center,1,0.0
62,0.0,3,2000-12-17,Visitante,TOR,Jump Shot,Back Court,1,0.0
0,7.51,2,2000-12-17,Visitante,TOR,Driving Finger Roll Shot,Center,2,1.0
20,5.17,2,2000-12-17,Visitante,TOR,Jump Shot,Center,2,1.0
25,7.5,3,2000-12-17,Visitante,TOR,Jump Shot,Left Side Center,3,0.0
0,4.24,2,2000-12-17,Visitante,TOR,Layup Shot,Center,3,1.0
22,2.26,2,2000-12-17,Visitante,TOR,Jump Shot,Right Side Center,3,0.0
7,2.1,2,2000-12-17,Visitante,TOR,Jump Shot,Center,3,1.0
19,11.48,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,4,0.0
16,10.35,2,2000-12-17,Visitante,TOR,Jump Shot,Center,4,1.0
16,9.24,2,2000-12-17,Visitante,TOR,Turnaround Jump Shot,Right Side,4,0.0
9,8.13,2,2000-12-17,Visitante,TOR,Jump Shot,Center,4,0.0
22,6.14,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side Center,4,0.0
22,4.53,2,2000-12-17,Visitante,TOR,Jump Shot,Left Side,4,1.0
23,3.28,3,2000-12-17,Visitante,TOR,Jump Shot,Right Side,4,0.0
12,3.4,2,2000-12-17,Visitante,TOR,Jump Shot,Right Side,4,0.0
8,0.48,2,2000-12-17,Visitante,TOR,Turnaround Jump Shot,Left Side,4,0.0
25,0.0,3,2000-12-17,Visitante,TOR,Jump Shot,Center,4,0.0
13,4.4,2,2000-12-17,Visitante,TOR,Turnaround Jump Shot,Right Side,5,0.0
0,1.56,2,2000-12-17,Visitante,TOR,Driving Finger Roll Shot,Center,5,1.0
19,8.39,2,2000-12-19,Visitante,MIA,Jump Shot,Right Side Center,1,0.0
13,7.46,2,2000-12-19,Visitante,MIA,Jump Shot,Left Side,1,0.0
17,6.58,2,2000-12-19,Visitante,MIA,Jump Shot,Left Side Center,1,0.0
5,5.51,2,2000-12-19,Visitante,MIA,Jump Shot,Center,1,1.0
0,2.11,2,2000-12-19,Visitante,MIA,Layup Shot,Center,1,1.0
13,0.0,2,2000-12-19,Visitante,MIA,Jump Shot,Center,1,1.0
24,11.14,3,2000-12-19,Visitante,MIA,Jump Shot,Center,2,0.0
24,9.11,3,2000-12-19,Visitante,MIA,Jump Shot,Right Side Center,2,0.0
7,8.48,2,2000-12-19,Visitante,MIA,Running Jump Shot,Center,2,1.0
20,7.59,2,2000-12-19,Visitante,MIA,Jump Shot,Right Side Center,2,0.0
15,5.52,2,2000-12-19,Visitante,MIA,Jump Shot,Right Side,2,1.0
5,0.4,2,2000-12-19,Visitante,MIA,Running Jump Shot,Center,2,0.0
12,10.33,2,2000-12-19,Visitante,MIA,Jump Shot,Right Side,3,0.0
0,10.26,2,2000-12-19,Visitante,MIA,Driving Layup Shot,Center,3,0.0
15,8.35,2,2000-12-19,Visitante,MIA,Jump Shot,Center,3,1.0
3,8.9,2,2000-12-19,Visitante,MIA,Running Jump Shot,Center,3,1.0
15,5.7,2,2000-12-19,Visitante,MIA,Jump Shot,Left Side,3,0.0
20,1.57,2,2000-12-19,Visitante,MIA,Jump Shot,Left Side Center,3,1.0
15,0.57,2,2000-12-19,Visitante,MIA,Jump Shot,Right Side,3,0.0
0,0.3,2,2000-12-19,Visitante,MIA,Driving Layup Shot,Center,3,1.0
18,11.13,2,2000-12-19,Visitante,MIA,Jump Shot,Right Side,4,0.0
0,10.5,2,2000-12-19,Visitante,MIA,Driving Layup Shot,Center,4,0.0
8,3.3,2,2000-12-19,Visitante,MIA,Running Jump Shot,Right Side,4,0.0
16,0.18,2,2000-12-19,Visitante,MIA,Jump Shot,Left Side,4,0.0
21,10.5,2,2000-12-21,Visitante,HOU,Jump Shot,Left Side Center,1,1.0
20,9.54,2,2000-12-21,Visitante,HOU,Jump Shot,Center,1,1.0
0,7.53,2,2000-12-21,Visitante,HOU,Layup Shot,Center,1,1.0
12,6.35,2,2000-12-21,Visitante,HOU,Jump Shot,Center,1,1.0
25,5.5,3,2000-12-21,Visitante,HOU,Jump Shot,Right Side Center,1,1.0
17,3.43,2,2000-12-21,Visitante,HOU,Jump Shot,Right Side,1,0.0
0,1.4,2,2000-12-21,Visitante,HOU,Dunk Shot,Center,1,1.0
0,11.3,2,2000-12-21,Visitante,HOU,Dunk Shot,Center,2,1.0
19,10.13,2,2000-12-21,Visitante,HOU,Jump Shot,Right Side Center,2,1.0
0,6.21,2,2000-12-21,Visitante,HOU,Alley Oop Layup shot,Center,2,1.0
5,5.5,2,2000-12-21,Visitante,HOU,Jump Shot,Center,2,0.0
12,4.47,2,2000-12-21,Visitante,HOU,Jump Shot,Left Side,2,1.0
21,3.26,2,2000-12-21,Visitante,HOU,Jump Shot,Right Side Center,2,0.0
0,10.15,2,2000-12-21,Visitante,HOU,Layup Shot,Center,3,1.0
10,9.47,2,2000-12-21,Visitante,HOU,Running Jump Shot,Left Side,3,1.0
13,9.6,2,2000-12-21,Visitante,HOU,Jump Shot,Right Side,3,0.0
19,6.21,2,2000-12-21,Visitante,HOU,Jump Shot,Left Side Center,3,0.0
6,3.2,2,2000-12-21,Visitante,HOU,Jump Shot,Center,3,0.0
0,3.17,2,2000-12-21,Visitante,HOU,Dunk Shot,Center,3,1.0
6,10.32,2,2000-12-21,Visitante,HOU,Running Jump Shot,Center,4,1.0
17,9.44,2,2000-12-21,Visitante,HOU,Jump Shot,Right Side Center,4,0.0
0,7.33,2,2000-12-21,Visitante,HOU,Alley Oop Dunk Shot,Center,4,1.0
0,6.16,2,2000-12-21,Visitante,HOU,Driving Layup Shot,Center,4,0.0
12,1.35,2,2000-12-21,Visitante,HOU,Jump Shot,Right Side,4,1.0
21,0.27,2,2000-12-21,Visitante,HOU,Jump Shot,Center,4,1.0
0,0.11,2,2000-12-21,Visitante,HOU,Dunk Shot,Center,4,0.0
16,11.39,2,2000-12-22,Visitante,DAL,Jump Shot,Left Side Center,1,1.0
0,11.6,2,2000-12-22,Visitante,DAL,Layup Shot,Center,1,0.0
13,10.47,2,2000-12-22,Visitante,DAL,Jump Shot,Center,1,0.0
18,7.27,2,2000-12-22,Visitante,DAL,Jump Shot,Right Side Center,1,0.0
16,4.36,2,2000-12-22,Visitante,DAL,Jump Shot,Left Side,1,1.0
0,0.45,2,2000-12-22,Visitante,DAL,Tip Shot,Center,1,1.0
0,0.1,2,2000-12-22,Visitante,DAL,Slam Dunk Shot,Center,1,1.0
0,9.1,2,2000-12-22,Visitante,DAL,Layup Shot,Center,2,1.0
22,8.5,3,2000-12-22,Visitante,DAL,Jump Shot,Right Side,2,1.0
18,3.18,2,2000-12-22,Visitante,DAL,Jump Shot,Left Side Center,2,0.0
15,2.54,2,2000-12-22,Visitante,DAL,Jump Shot,Right Side,2,1.0
23,1.43,2,2000-12-22,Visitante,DAL,Jump Shot,Center,2,1.0
